train/loss,l1,l2,epoch,step
8687.154296875,-0.04546530544757843,-6.0903425216674805,107,107
8652.853515625,-0.04758177325129509,-6.092678546905518,108,108
8616.07421875,-0.049722820520401,-6.095024585723877,109,109
8576.6416015625,-0.05188789963722229,-6.0973801612854,110,110
8534.373046875,-0.0540764294564724,-6.099745750427246,111,111
8489.0791015625,-0.056287799030542374,-6.102120876312256,112,112
8440.5625,-0.05852136015892029,-6.10450553894043,113,113
8388.62109375,-0.060776419937610626,-6.106899738311768,114,114
8333.046875,-0.06305225193500519,-6.1093034744262695,115,115
8273.630859375,-0.06534810364246368,-6.1117167472839355,116,116
8210.166015625,-0.06766320765018463,-6.114139080047607,117,117
8142.44580078125,-0.06999677419662476,-6.116570949554443,118,118
8070.2744140625,-0.07234800606966019,-6.119012355804443,119,119
7993.46875,-0.07471611350774765,-6.121462821960449,120,120
7911.8603515625,-0.07710029184818268,-6.123922824859619,121,121
7825.3056640625,-0.0794997289776802,-6.126391887664795,122,122
7733.69384765625,-0.08191362023353577,-6.128870487213135,123,123
7636.947265625,-0.08434116095304489,-6.1313581466674805,124,124
7535.0380859375,-0.08678151667118073,-6.13385534286499,125,125
7427.98974609375,-0.08923382312059402,-6.136361598968506,126,126
7315.8916015625,-0.09169717878103256,-6.1388773918151855,127,127
7198.90478515625,-0.09417061507701874,-6.141402721405029,128,128
7077.2734375,-0.09665307402610779,-6.143937110900879,129,129
6951.3330078125,-0.09914334118366241,-6.146481037139893,130,130
6821.51953125,-0.1016400009393692,-6.149034023284912,131,131
6688.37109375,-0.10414134711027145,-6.151596546173096,132,132
6552.5390625,-0.10664524137973785,-6.154168605804443,133,133
6414.78515625,-0.10914894938468933,-6.156749725341797,134,134
6275.978515625,-0.11164884269237518,-6.1593403816223145,135,135
6137.0927734375,-0.11414004117250443,-6.161940097808838,136,136
5999.189453125,-0.11661583930253983,-6.164548873901367,137,137
5863.40234375,-0.11906681954860687,-6.1671671867370605,138,138
5730.9072265625,-0.12147954851388931,-6.16979455947876,139,139
5602.88916015625,-0.12383469939231873,-6.172430515289307,140,140
5480.4990234375,-0.12610408663749695,-6.175075531005859,141,141
5364.80078125,-0.12824666500091553,-6.17772912979126,142,142
5256.71142578125,-0.13020378351211548,-6.180391311645508,143,143
5156.94287109375,-0.13189543783664703,-6.1830620765686035,144,144
5065.9443359375,-0.13322299718856812,-6.185740947723389,145,145
4983.85595703125,-0.13408641517162323,-6.188427925109863,146,146
4910.4814453125,-0.1344159096479416,-6.191122531890869,147,147
4845.2890625,-0.1342000812292099,-6.193824291229248,148,148
4787.4482421875,-0.13348540663719177,-6.196532726287842,149,149
4735.8955078125,-0.1323501467704773,-6.199247360229492,150,150
4689.42724609375,-0.13087721168994904,-6.201968193054199,151,151
4646.80615234375,-0.12913908064365387,-6.204693794250488,152,152
4606.87744140625,-0.12719404697418213,-6.207423686981201,153,153
4568.6767578125,-0.1250874549150467,-6.2101569175720215,154,154
4531.513671875,-0.12285470217466354,-6.212893009185791,155,155
4495.0146484375,-0.12052378058433533,-6.215630531311035,156,156
4459.119140625,-0.11811748892068863,-6.2183685302734375,157,157
4424.01708984375,-0.11565472185611725,-6.221105575561523,158,158
4390.06396484375,-0.11315160989761353,-6.223841190338135,159,159
4357.66015625,-0.11062174290418625,-6.226573944091797,160,160
4327.14697265625,-0.10807687044143677,-6.229302883148193,161,161
4298.72802734375,-0.10552635043859482,-6.232027053833008,162,162
4272.44384765625,-0.10297822207212448,-6.23474645614624,163,163
4248.19873046875,-0.10043761134147644,-6.237460613250732,164,164
4225.8203125,-0.09790950268507004,-6.240169525146484,165,165
4205.12548828125,-0.0953948050737381,-6.242873668670654,166,166
4185.96484375,-0.09289731085300446,-6.245573043823242,167,167
4168.22265625,-0.0904136449098587,-6.24826717376709,168,168
4151.8388671875,-0.08794980496168137,-6.250957012176514,169,169
4136.76708984375,-0.0854967013001442,-6.253640651702881,170,170
4123.02587890625,-0.0830673947930336,-6.256318092346191,171,171
4110.46630859375,-0.08064405620098114,-6.25898551940918,172,172
4098.6083984375,-0.07824962586164474,-6.261643409729004,173,173
4086.36669921875,-0.07586106657981873,-6.264285564422607,174,174
4073.748291015625,-0.0734984427690506,-6.266911506652832,175,175
4062.28759765625,-0.07115451246500015,-6.269516944885254,176,176
4052.96533203125,-0.06882656365633011,-6.272098541259766,177,177
4044.568359375,-0.0665302574634552,-6.274655342102051,178,178
4035.523193359375,-0.06424983590841293,-6.2771830558776855,179,179
4026.2802734375,-0.061997536569833755,-6.279682159423828,180,180
4018.257080078125,-0.05977240204811096,-6.28215217590332,181,181
4011.20703125,-0.05756484344601631,-6.284592151641846,182,182
4003.741455078125,-0.05538691207766533,-6.2870049476623535,183,183
3995.802001953125,-0.05322658270597458,-6.2893900871276855,184,184
3988.5244140625,-0.05108292028307915,-6.291749954223633,185,185
3981.8974609375,-0.048960261046886444,-6.294088363647461,186,186
3974.93603515625,-0.04684513807296753,-6.296404838562012,187,187
3967.673095703125,-0.04474233090877533,-6.298703193664551,188,188
3960.888671875,-0.04264894500374794,-6.300984859466553,189,189
3954.44873046875,-0.04055653139948845,-6.303249359130859,190,190
3947.70263671875,-0.038471609354019165,-6.305500030517578,191,191
3940.83154296875,-0.03638773038983345,-6.307735919952393,192,192
3934.33984375,-0.03430279716849327,-6.309957027435303,193,193
3927.980712890625,-0.032221730798482895,-6.312165260314941,194,194
3921.3779296875,-0.030137624591588974,-6.314358711242676,195,195
3914.79638671875,-0.028052708134055138,-6.316538333892822,196,196
3908.459228515625,-0.025968575850129128,-6.318705081939697,197,197
3902.07421875,-0.023879649117588997,-6.320858001708984,198,198
3895.50244140625,-0.02178971655666828,-6.322999477386475,199,199
3888.99755859375,-0.019697193056344986,-6.325129985809326,200,200
3882.602294921875,-0.01759876124560833,-6.327249526977539,201,201
3876.10107421875,-0.01549800205975771,-6.3293609619140625,202,202
3869.5146484375,-0.013391772285103798,-6.331463813781738,203,203
3863.0185546875,-0.011279366910457611,-6.333559513092041,204,204
3856.53955078125,-0.00916348211467266,-6.335649490356445,205,205
3849.95166015625,-0.007041041273623705,-6.337733268737793,206,206
3843.35400390625,-0.004913380369544029,-6.3398118019104,207,207
3836.81396484375,-0.002782008145004511,-6.341885566711426,208,208
3830.23046875,-0.0006445911712944508,-6.343954086303711,209,209
3823.591796875,0.0014967320021241903,-6.3460187911987305,210,210
3816.98681640625,0.0036418349482119083,-6.348080158233643,211,211
3810.396728515625,0.005792413372546434,-6.350138187408447,212,212
3803.763427734375,0.007946601137518883,-6.352194786071777,213,213
3797.1298828125,0.010105394758284092,-6.354250907897949,214,214
3790.5390625,0.0122698824852705,-6.356307506561279,215,215
3783.94775390625,0.014438657090067863,-6.358366966247559,216,216
3777.35302734375,0.016613034531474113,-6.360429763793945,217,217
3770.804443359375,0.01879326067864895,-6.362497329711914,218,218
3764.28759765625,0.020978059619665146,-6.364571571350098,219,219
3757.775390625,0.023168381303548813,-6.366652965545654,220,220
3751.303466796875,0.02536364085972309,-6.3687424659729,221,221
3744.88037109375,0.027562612667679787,-6.370841026306152,222,222
3738.482421875,0.029765866696834564,-6.372949123382568,223,223
3732.1298828125,0.031972482800483704,-6.375068187713623,224,224
3725.839599609375,0.03418157249689102,-6.377198696136475,225,225
3719.594970703125,0.0363936610519886,-6.3793416023254395,226,226
3713.4033203125,0.03860795497894287,-6.381497859954834,227,227
3707.28125,0.04082401096820831,-6.383668899536133,228,228
3701.21923828125,0.0430423729121685,-6.385855197906494,229,229
3695.2177734375,0.04526238143444061,-6.388057708740234,230,230
3689.2880859375,0.047483768314123154,-6.39027738571167,231,231
3683.427490234375,0.049706894904375076,-6.392514228820801,232,232
3677.630859375,0.051931049674749374,-6.394769668579102,233,233
3671.907470703125,0.054155927151441574,-6.397043228149414,234,234
3666.2548828125,0.056381676346063614,-6.3993353843688965,235,235
3660.668701171875,0.058607593178749084,-6.401646137237549,236,236
3655.1533203125,0.060833439230918884,-6.403975486755371,237,237
3649.705810546875,0.06305936723947525,-6.406323432922363,238,238
3644.3203125,0.06528487056493759,-6.408689975738525,239,239
3638.995849609375,0.06750988960266113,-6.411074638366699,240,240
3633.7294921875,0.06973467767238617,-6.413476943969727,241,241
3628.513671875,0.07195892184972763,-6.415896892547607,242,242
3623.34619140625,0.07418264448642731,-6.418334007263184,243,243
3618.221435546875,0.0764060765504837,-6.420787334442139,244,244
3613.13134765625,0.07862894237041473,-6.423255920410156,245,245
3608.07177734375,0.08085121959447861,-6.42573881149292,246,246
3603.03515625,0.08307307213544846,-6.4282355308532715,247,247
3598.01318359375,0.08529426157474518,-6.430744171142578,248,248
3593.00048828125,0.08751478046178818,-6.433264255523682,249,249
3587.98876953125,0.08973482996225357,-6.435793876647949,250,250
3582.96923828125,0.0919542983174324,-6.438331604003906,251,251
3577.9365234375,0.09417327493429184,-6.440876483917236,252,252
3572.8828125,0.09639203548431396,-6.443426609039307,253,253
3567.80224609375,0.09861056506633759,-6.445981025695801,254,254
3562.689453125,0.10082896053791046,-6.448537826538086,255,255
3557.5400390625,0.1030474454164505,-6.451095104217529,256,256
3552.349853515625,0.10526595264673233,-6.453651428222656,257,257
3547.1171875,0.10748446732759476,-6.456205368041992,258,258
3541.8388671875,0.10970305651426315,-6.458755016326904,259,259
3536.5146484375,0.11192155629396439,-6.461298942565918,260,260
3531.14208984375,0.11413984000682831,-6.4638352394104,261,261
3525.722412109375,0.11635787785053253,-6.466362476348877,262,262
3520.2529296875,0.11857547610998154,-6.468879699707031,263,263
3514.7333984375,0.12079247832298279,-6.471385478973389,264,264
3509.16162109375,0.1230088323354721,-6.473879337310791,265,265
3503.535888671875,0.12522438168525696,-6.476359844207764,266,266
3497.854248046875,0.1274389773607254,-6.478826999664307,267,267
3492.11474609375,0.12965258955955505,-6.4812798500061035,268,268
3486.314453125,0.13186509907245636,-6.4837188720703125,269,269
3480.453369140625,0.13407641649246216,-6.486143589019775,270,270
3474.52880859375,0.13628657162189484,-6.488554000854492,271,271
3468.540283203125,0.138495534658432,-6.490950107574463,272,272
3462.48681640625,0.14070330560207367,-6.493332386016846,273,273
3456.3671875,0.142909973859787,-6.495700836181641,274,274
3450.18115234375,0.14511558413505554,-6.498055934906006,275,275
3443.927001953125,0.14732016623020172,-6.500397682189941,276,276
3437.604736328125,0.1495237946510315,-6.5027265548706055,277,277
3431.212890625,0.15172649919986725,-6.505042552947998,278,278
3424.75,0.1539282500743866,-6.507345676422119,279,279
3418.21630859375,0.15612907707691193,-6.509635925292969,280,280
3411.6103515625,0.15832893550395966,-6.511913776397705,281,281
3404.931640625,0.1605277806520462,-6.514179229736328,282,282
3398.1796875,0.16272561252117157,-6.516432285308838,283,283
3391.3544921875,0.16492240130901337,-6.518672943115234,284,284
3384.455078125,0.16711808741092682,-6.520901679992676,285,285
3377.48193359375,0.16931268572807312,-6.523118019104004,286,286
3370.43359375,0.17150618135929108,-6.525322914123535,287,287
3363.311767578125,0.1736985296010971,-6.5275163650512695,288,288
3356.11572265625,0.1758897453546524,-6.529698848724365,289,289
3348.8466796875,0.17807981371879578,-6.531870365142822,290,290
3341.5048828125,0.18026873469352722,-6.534031867980957,291,291
3334.09130859375,0.18245650827884674,-6.5361833572387695,292,292
3326.60693359375,0.18464316427707672,-6.53832483291626,293,293
3319.05322265625,0.18682868778705597,-6.540457248687744,294,294
3311.431640625,0.18901310861110687,-6.542580604553223,295,295
