train/loss,l1,l2,epoch,step,val/loss,val/error_u,val/error_v,val/error_p,val/loss_best
0.0,-0.002910058246925473,0.0030019572004675865,0,0,,,,,
2533.186279296875,-0.0038551397155970335,0.004006592556834221,1,1,,,,,
2332.38525390625,-0.004804681986570358,0.005015849601477385,2,2,,,,,
2177.0048828125,-0.0057639810256659985,0.006027363706380129,3,3,,,,,
2064.743896484375,-0.006737141869962215,0.007024948950856924,4,4,,,,,
1990.099853515625,-0.007726587820798159,0.007953578606247902,5,5,,,,,
1944.7117919921875,-0.008731670677661896,0.00868547335267067,6,6,,,,,
1918.5528564453125,-0.009746653959155083,0.009080491960048676,7,7,,,,,
1901.51953125,-0.010759069584310055,0.00913744792342186,8,8,,,,,
1885.0830078125,-0.011749772354960442,0.008949218317866325,9,9,,,,,
1863.541259765625,-0.012695538811385632,0.008606130257248878,10,10,,,,,
1834.4892578125,-0.013574055396020412,0.008181349374353886,11,11,,,,,
1798.4898681640625,-0.014369181357324123,0.007738178595900536,12,12,,,,,
1758.180908203125,-0.015073743648827076,0.007328907959163189,13,13,,,,,
1717.1163330078125,-0.015689076855778694,0.00698660546913743,14,14,,,,,
1678.6417236328125,-0.016222622245550156,0.006721118930727243,15,15,,,,,
1645.0533447265625,-0.01668521948158741,0.006523588206619024,16,16,,,,,
1617.170166015625,-0.017088938504457474,0.0063744294457137585,17,17,,,,,
1594.361572265625,-0.01744561828672886,0.006249954923987389,18,18,,,,,
1574.961669921875,-0.017766021192073822,0.006126537919044495,19,19,,,,,
1556.9012451171875,-0.018059436231851578,0.005982938222587109,20,20,,,,,
1538.33203125,-0.01833355985581875,0.005801440216600895,21,21,,,,,
1518.0635986328125,-0.018594518303871155,0.005568229127675295,22,22,,,,,
1495.7249755859375,-0.018846875056624413,0.005273289512842894,23,23,,,,,
1471.6668701171875,-0.019093548879027367,0.004910033196210861,24,24,,,,,
1446.6820068359375,-0.019335566088557243,0.004474804736673832,25,25,,,,,
1421.641845703125,-0.019571663811802864,0.003966362215578556,26,26,,,,,
1397.1519775390625,-0.019797809422016144,0.0033853838685899973,27,27,,,,,
1373.3255615234375,-0.02000679075717926,0.002734036650508642,28,28,,,,,
1349.75830078125,-0.02018813043832779,0.0020156013779342175,29,29,,,,,
1325.7210693359375,-0.020328540354967117,0.0012341754045337439,30,30,,,,,
1300.4993896484375,-0.020413121208548546,0.0003944330383092165,31,31,,,,,
1273.730224609375,-0.02042722888290882,-0.0004985530977137387,32,32,,,,,
1245.575927734375,-0.020358622074127197,-0.00143943983130157,33,33,,,,,
1216.6492919921875,-0.020199263468384743,-0.0024227085523307323,34,34,,,,,
1187.7176513671875,-0.019946208223700523,-0.0034427475184202194,35,35,,,,,
1159.31689453125,-0.019601423293352127,-0.004493949003517628,36,36,,,,,
1131.462646484375,-0.01917082816362381,-0.005570840090513229,37,37,,,,,
1103.6202392578125,-0.01866304688155651,-0.006668240763247013,38,38,,,,,
1074.9656982421875,-0.01808829978108406,-0.007781407330185175,39,39,,,,,
1044.8095703125,-0.017457643523812294,-0.008906116709113121,40,40,,,,,
1012.9583740234375,-0.016782620921730995,-0.010038615204393864,41,41,,,,,
979.8179931640625,-0.016075218096375465,-0.01117541454732418,42,42,,,,,
946.1922607421875,-0.015348022803664207,-0.012312897481024265,43,43,,,,,
912.8873901367188,-0.014614389277994633,-0.013446755707263947,44,44,,,,,
880.3568725585938,-0.013888414017856121,-0.014571279287338257,45,45,,,,,
848.6361694335938,-0.013184558600187302,-0.015678565949201584,46,46,,,,,
817.64404296875,-0.012516869232058525,-0.016757754608988762,47,47,,,,,
787.6181640625,-0.011897982098162174,-0.017794467508792877,48,48,,,,,
759.2718505859375,-0.011338261887431145,-0.0187706109136343,49,49,,,,,
733.4755859375,-0.010845419019460678,-0.01966465264558792,50,50,,,,,
710.7301635742188,-0.010424714535474777,-0.020452288910746574,51,51,,,,,
690.9380493164062,-0.010079585015773773,-0.021107329055666924,52,52,,,,,
673.7042236328125,-0.009812342934310436,-0.021602772176265717,53,53,,,,,
658.8264770507812,-0.009624612517654896,-0.021912574768066406,54,54,,,,,
646.434814453125,-0.009517261758446693,-0.02201487123966217,55,55,,,,,
636.683349609375,-0.009489869698882103,-0.021896619349718094,56,56,,,,,
629.4652709960938,-0.00954003818333149,-0.021557549014687538,57,57,,,,,
624.5404663085938,-0.009663056582212448,-0.021010534837841988,58,58,,,,,
621.8189697265625,-0.009852245450019836,-0.02027786895632744,59,59,,,,,
621.279296875,-0.010099874809384346,-0.01938595436513424,60,60,,,,,
622.55712890625,-0.010398218408226967,-0.018361154943704605,61,61,,,,,
624.7896118164062,-0.010740309953689575,-0.017227711156010628,62,62,,,,,
627.008544921875,-0.011120167560875416,-0.016007326543331146,63,63,,,,,
628.6475830078125,-0.011532510630786419,-0.014719720929861069,64,64,,,,,
629.6091918945312,-0.011972159147262573,-0.013383612968027592,65,65,,,,,
629.94970703125,-0.012433400377631187,-0.012017782777547836,66,66,,,,,
629.6510009765625,-0.012909606099128723,-0.010641845874488354,67,67,,,,,
628.6821899414062,-0.013393282890319824,-0.00927644595503807,68,68,,,,,
627.0960083007812,-0.013876507990062237,-0.007942748256027699,69,69,,,,,
624.9509887695312,-0.014351514168083668,-0.006661489140242338,70,70,,,,,
622.22900390625,-0.014811145141720772,-0.005452034063637257,71,71,,,,,
618.9407348632812,-0.015249058604240417,-0.0043317656964063644,72,72,,,,,
615.2816162109375,-0.015659712255001068,-0.0033157304860651493,73,73,,,,,
611.591552734375,-0.01603826694190502,-0.0024162631016224623,74,74,,,,,
608.1517333984375,-0.016380535438656807,-0.0016423948109149933,75,75,,,,,
605.07177734375,-0.016683049499988556,-0.0009991881670430303,76,76,,,,,
602.3657836914062,-0.016943249851465225,-0.0004873502184636891,77,77,,,,,
600.0602416992188,-0.01715969853103161,-0.00010341621236875653,78,78,,,,,
598.1842041015625,-0.01733223907649517,0.00015951134264469147,79,79,,,,,
596.7077026367188,-0.017462018877267838,0.00031073513673618436,80,80,,,,,
595.5515747070312,-0.01755136251449585,0.0003609662817325443,81,81,,,,,
594.6517333984375,-0.01760353147983551,0.00032156280940398574,82,82,,,,,
593.9717407226562,-0.017622413113713264,0.0002040488616330549,83,83,,,,,
593.4505615234375,-0.01761220209300518,1.9845727365463972e-05,84,84,,,,,
592.9776611328125,-0.017577121034264565,-0.00021988924709148705,85,85,,,,,
592.43798828125,-0.01752123050391674,-0.0005043952842243016,86,86,,,,,
591.7658081054688,-0.01744835637509823,-0.0008234335109591484,87,87,,,,,
590.943115234375,-0.017362097278237343,-0.0011673804838210344,88,88,,,,,
589.9675903320312,-0.017265861853957176,-0.0015272516757249832,89,89,,,,,
588.8474731445312,-0.01716289110481739,-0.0018946427153423429,90,90,,,,,
587.617431640625,-0.017056237906217575,-0.0022616155911237,91,91,,,,,
586.3311767578125,-0.01694869063794613,-0.0026205892208963633,92,92,,,,,
585.030517578125,-0.016842681914567947,-0.002964294981211424,93,93,,,,,
583.73193359375,-0.01674019731581211,-0.003285829909145832,94,94,,,,,
582.4461059570312,-0.016642749309539795,-0.0035787965171039104,95,95,,,,,
581.19677734375,-0.016551408916711807,-0.0038374830037355423,96,96,,,,,
580.0111083984375,-0.016466891393065453,-0.004057035315781832,97,97,,,,,
578.9033813476562,-0.01638966053724289,-0.004233591258525848,98,98,,,,,
577.8740234375,-0.016320006921887398,-0.0043643806129693985,99,99,,,,,
576.9172973632812,-0.016258107498288155,-0.00444781081750989,100,100,,,,,
576.0199584960938,-0.016204046085476875,-0.004483538214117289,101,101,,,,,
575.156005859375,-0.01615782268345356,-0.0044725146144628525,102,102,,,,,
574.296142578125,-0.01611936464905739,-0.004416968673467636,103,103,,,,,
573.4244995117188,-0.01608855091035366,-0.004320310428738594,104,104,,,,,
572.5424194335938,-0.016065243631601334,-0.004186962265521288,105,105,,,,,
571.6585693359375,-0.016049306839704514,-0.004022154025733471,106,106,,,,,
570.7821655273438,-0.01604059524834156,-0.0038317148573696613,107,107,,,,,
569.9235229492188,-0.016038911417126656,-0.003621880430728197,108,108,,,,,
569.0933227539062,-0.016043944284319878,-0.003399109933525324,109,109,,,,,
568.2962036132812,-0.01605520024895668,-0.0031698993407189846,110,110,,,,,
567.5298461914062,-0.016071978956460953,-0.002940588863566518,111,111,,,,,
