train/loss,l1,l2,epoch,step,val/loss,val/error_u,val/error_v,val/error_p,val/loss_best
0.0,0.0022583461832255125,0.0030048061162233353,0,0,,,,,
2360.58056640625,0.0017499772366136312,0.0040109362453222275,1,1,,,,,
2206.651611328125,0.0010872773127630353,0.005019514821469784,2,2,,,,,
2093.8896484375,0.00035194208612665534,0.006028850097209215,3,3,,,,,
2011.7791748046875,-0.0004359753802418709,0.00703511293977499,4,4,,,,,
1947.8248291015625,-0.0012691670563071966,0.008032410405576229,5,5,,,,,
1890.91357421875,-0.002143926452845335,0.00901409424841404,6,6,,,,,
1833.454345703125,-0.0030572894029319286,0.009974678978323936,7,7,,,,,
1771.8934326171875,-0.004005854949355125,0.01091119833290577,8,8,,,,,
1706.1085205078125,-0.0049852365627884865,0.011823324486613274,9,9,,,,,
1638.2691650390625,-0.0059897988103330135,0.012712513096630573,10,10,,,,,
1571.5255126953125,-0.0070126112550497055,0.013580952771008015,11,11,,,,,
1508.7587890625,-0.008045610040426254,0.014430880546569824,12,12,,,,,
1451.593505859375,-0.009079931303858757,0.015264401212334633,13,13,,,,,
1399.939453125,-0.010106324218213558,0.016083627939224243,14,14,,,,,
1352.287841796875,-0.011115528643131256,0.0168908778578043,15,15,,,,,
1306.5543212890625,-0.012098505161702633,0.017688777297735214,16,16,,,,,
1260.9678955078125,-0.013046463020145893,0.018480267375707626,17,17,,,,,
1214.6593017578125,-0.01395067572593689,0.019268469884991646,18,18,,,,,
1167.8380126953125,-0.014802204445004463,0.02005647122859955,19,19,,,,,
1121.582763671875,-0.01559163723140955,0.02084696851670742,20,20,,,,,
1077.355224609375,-0.01630902662873268,0.021641816943883896,21,21,,,,,
1036.3785400390625,-0.016944225877523422,0.022441480308771133,22,22,,,,,
999.081298828125,-0.01748771220445633,0.023244420066475868,23,23,,,,,
964.8787231445312,-0.017931824550032616,0.024046428501605988,24,24,,,,,
932.4873657226562,-0.01827200874686241,0.024839941412210464,25,25,,,,,
900.65625,-0.0185075756162405,0.025613322854042053,26,26,,,,,
868.8532104492188,-0.018641673028469086,0.026350192725658417,27,27,,,,,
837.4815673828125,-0.018680574372410774,0.027028953656554222,28,28,,,,,
807.5599365234375,-0.018632614985108376,0.02762296050786972,29,29,,,,,
780.1138305664062,-0.018507102504372597,0.02810187265276909,30,30,,,,,
755.6463012695312,-0.018313389271497726,0.02843463607132435,31,31,,,,,
733.9635009765625,-0.018060192465782166,0.028593864291906357,32,32,,,,,
714.42529296875,-0.017755167558789253,0.02856043167412281,33,33,,,,,
696.4320068359375,-0.01740468107163906,0.028326600790023804,34,34,,,,,
679.81298828125,-0.017013728618621826,0.027896475046873093,35,35,,,,,
664.878662109375,-0.01658594235777855,0.02728388085961342,36,36,,,,,
652.1303100585938,-0.016123659908771515,0.02650878019630909,37,37,,,,,
641.853515625,-0.015628071501851082,0.025593586266040802,38,38,,,,,
633.8824462890625,-0.015099472366273403,0.024560295045375824,39,39,,,,,
627.701904296875,-0.014537664130330086,0.023428812623023987,40,40,,,,,
622.7879028320312,-0.013942433521151543,0.022216398268938065,41,41,,,,,
618.8937377929688,-0.013314004056155682,0.020937863737344742,42,42,,,,,
616.0526123046875,-0.012653309851884842,0.019606150686740875,43,43,,,,,
614.3353881835938,-0.01196203101426363,0.018232934176921844,44,44,,,,,
613.61083984375,-0.011242424137890339,0.01682906411588192,45,45,,,,,
613.5224609375,-0.010497065261006355,0.015404844656586647,46,46,,,,,
613.6813354492188,-0.009728631936013699,0.013970274478197098,47,47,,,,,
613.8738403320312,-0.008939813822507858,0.012535388581454754,48,48,,,,,
614.0896606445312,-0.008133363910019398,0.011110741645097733,49,49,,,,,
614.36083984375,-0.0073122382164001465,0.009707944467663765,50,50,,,,,
614.5863037109375,-0.006479746662080288,0.008340060710906982,51,51,,,,,
614.52099609375,-0.005639642011374235,0.007021612953394651,52,52,,,,,
613.9402465820312,-0.004796105436980724,0.005768052767962217,53,53,,,,,
612.8133544921875,-0.003953633829951286,0.004594756290316582,54,54,,,,,
611.31494140625,-0.0031168523710221052,0.0035158260725438595,55,55,,,,,
609.6747436523438,-0.0022903122007846832,0.002543095266446471,56,56,,,,,
608.0137939453125,-0.0014783156802877784,0.001685584895312786,57,57,,,,,
606.30859375,-0.000684806436765939,0.0009494182304479182,58,58,,,,,
604.4909057617188,8.666579378768802e-05,0.00033799419179558754,59,59,,,,,
602.5704956054688,0.0008329287520609796,-0.00014781532809138298,60,60,,,,,
600.665283203125,0.0015511738602072,-0.0005095794913358986,61,61,,,,,
598.925537109375,0.002238989807665348,-0.000751311716157943,62,62,,,,,
597.4338989257812,0.002894473960623145,-0.000879446160979569,63,63,,,,,
596.1716918945312,0.003516393480822444,-0.0009026533807627857,64,64,,,,,
595.0694580078125,0.004104341380298138,-0.0008314333390444517,65,65,,,,,
